1070.0000000    1.4749678	17
1072.5000000    1.5996751	24
1075.0000000    1.6851441	22
1077.5000000    1.8266411	16
1080.0000000    1.6951970	23
1082.5000000    1.3465183	19
1085.0000000    1.4505066	20
1087.5000000    1.2160641	29
1090.0000000    1.3656493	25
1092.5000000    1.3427385	21
1095.0000000    1.3189664	25
1097.5000000    1.3417174	29
1100.0000000    1.4999620	28
1102.5000000    1.7309715	16
1105.0000000    2.0212750	16
1107.5000000    1.7244810	10
1110.0000000    1.4737840	22
1112.5000000    1.6455537	25
1115.0000000    1.5238608	15
1117.5000000    1.3220462	24
1120.0000000    1.4675897	20
1122.5000000    1.5373234	24
1125.0000000    1.3051459	25
1127.5000000    1.4146391	44
1130.0000000    1.5462281	31
1132.5000000    1.5018274	34
1135.0000000    1.4591030	33
1137.5000000    1.6620014	31
1140.0000000    1.8584455	14
1142.5000000    2.1287136	19
1145.0000000    1.9554210	7
1147.5000000    1.7014040	14
1150.0000000    1.7989116	18
1152.5000000    1.9608570	13
1155.0000000    1.8741623	16
1157.5000000    1.7618846	17
1160.0000000    1.7378073	14
1162.5000000    1.4630282	18
1165.0000000    1.4504564	24
1167.5000000    1.7253244	25
1170.0000000    1.7216774	37
1172.5000000    1.7496330	26
1175.0000000    1.6590414	18
1177.5000000    1.6661149	23
1180.0000000    1.9556911	10
1182.5000000    1.7307785	19
1185.0000000    1.7009655	14
1187.5000000    1.3224760	22
1190.0000000    1.1712605	35
1192.5000000    1.5119534	19
1195.0000000    1.6619191	9
1197.5000000    1.4609327	34
1200.0000000    1.4863832	20
1202.5000000    1.6911244	28
1205.0000000    1.8043289	23
1207.5000000    1.7713332	23
1210.0000000    1.8721359	16
1212.5000000    1.5801915	28
1215.0000000    1.6506696	29
1217.5000000    1.6254392	13
1220.0000000    1.2182155	29
1222.5000000    1.2252169	26
1225.0000000    1.3310174	35
1227.5000000    1.1292986	45
1230.0000000    1.3932124	51
1232.5000000    1.5212817	49
1235.0000000    1.5510136	35
1237.5000000    1.2841491	24
1240.0000000    1.1819311	32
1242.5000000    1.3771906	24
1245.0000000    1.7477106	31
1247.5000000    1.6718531	22
1250.0000000    1.4909365	31
1252.5000000    1.4745057	18
1255.0000000    1.7975098	6
1257.5000000    1.6037843	12
1260.0000000    1.4809811	18
1262.5000000    1.5906748	20
1265.0000000    1.5250945	21
1267.5000000    1.5574322	14
1270.0000000    1.5138679	35
1272.5000000    1.4681802	29
1275.0000000    1.2790079	39
1277.5000000    1.4593171	28
1280.0000000    1.3936510	26
1282.5000000    1.3377943	22
1285.0000000    1.4136612	32
1287.5000000    1.4373738	26
1290.0000000    1.3937186	31
1292.5000000    1.3638376	27
1295.0000000    1.4175729	16
1297.5000000    1.6607741	22
1300.0000000    1.4959569	22
1302.5000000    1.2938298	21
1305.0000000    1.3106800	24
1307.5000000    1.1125089	27
1310.0000000    1.3140502	36
1312.5000000    1.5362405	22
1315.0000000    1.5352194	32
1317.5000000    1.6443560	13
1320.0000000    2.2185221	9
1322.5000000    1.9745135	27
1325.0000000    1.8205758	34
1327.5000000    1.6879063	22
1330.0000000    1.8162961	14
1332.5000000    1.9597322	11
1335.0000000    2.1082489	19
1337.5000000    2.0749998	19
1340.0000000    2.0960429	24
1342.5000000    2.0267646	25
1345.0000000    1.7726136	17
1347.5000000    1.4443753	14
1350.0000000    1.2909750	22
1352.5000000    1.4275224	26
1355.0000000    1.2788197	26
1357.5000000    1.2385980	24
1360.0000000    1.2071981	30
1362.5000000    1.3013885	35
1365.0000000    1.5328966	41
1367.5000000    1.6152836	16
1370.0000000    1.6505156	23
1372.5000000    1.6590365	26
1375.0000000    1.5849280	21
1377.5000000    1.6433197	34
1380.0000000    2.0807192	20
1382.5000000    2.0475187	32
1385.0000000    2.0726857	36
1387.5000000    1.4806099	36
1390.0000000    1.6038990	28
1392.5000000    1.7053238	31
1395.0000000    1.7463440	32
1397.5000000    2.0782895	14
1400.0000000    1.7805576	13
1402.5000000    1.5749520	19
1405.0000000    1.5573634	25
1407.5000000    1.5324033	20
1410.0000000    1.4401193	30
1412.5000000    1.2057186	34
1415.0000000    1.1134899	33
1417.5000000    1.1314745	21
1420.0000000    1.1744254	29
1422.5000000    1.1794901	27
1425.0000000    1.6165092	35
1427.5000000    1.6783228	28
1430.0000000    2.0484114	13
1432.5000000    2.1120274	33
1435.0000000    2.2280347	28
1437.5000000    2.0059543	35
1440.0000000    1.9506367	30
1442.5000000    1.7696222	20
1445.0000000    1.5855227	14
1447.5000000    1.6401190	30
1450.0000000    1.6563419	33
1452.5000000    1.6065431	25
1455.0000000    1.4611362	19
1457.5000000    1.5147697	15
1460.0000000    1.8123554	28
1462.5000000    1.8113661	24
1465.0000000    1.9360261	15
1467.5000000    1.4916428	31
1470.0000000    1.6972206	23
1472.5000000    1.6726980	18
1475.0000000    1.8501098	7
1477.5000000    1.9819956	12
1480.0000000    1.8263361	12
1482.5000000    1.8079261	14
1485.0000000    1.6904147	19
1487.5000000    1.8148552	35
1490.0000000    1.5036236	33
1492.5000000    1.6676542	18
1495.0000000    1.6999518	16
1497.5000000    1.5975604	10
1500.0000000    1.5526828	14
1502.5000000    1.4175168	34
1505.0000000    1.4952358	26
1507.5000000    1.6953210	31
1510.0000000    1.9910755	44
1512.5000000    1.6464417	17
1515.0000000    1.5230747	30
1517.5000000    1.7158097	18
1520.0000000    1.8306171	19
1522.5000000    1.8782359	15
1525.0000000    1.8429441	21
1527.5000000    1.7418268	20
1530.0000000    1.2715871	35
1532.5000000    1.6070780	25
1535.0000000    1.7364606	40
1537.5000000    1.5540715	16
1540.0000000    1.5938822	20
1542.5000000    1.5550315	34
1545.0000000    1.5461915	37
1547.5000000    1.3795459	35
1550.0000000    1.2278228	40
1552.5000000    1.3508286	43
1555.0000000    1.4651839	30
1557.5000000    1.4245214	24
1560.0000000    1.8410836	11
1562.5000000    1.8952118	15
1565.0000000    1.9427919	3
1567.5000000    1.7547618	15
1570.0000000    1.6086860	13
1572.5000000    1.9968581	8
1575.0000000    2.1871419	14
1577.5000000    2.3129251	19
1580.0000000    1.9608266	14
1582.5000000    1.9968761	12
1585.0000000    2.1819654	26
1587.5000000    1.9510952	16
1590.0000000    1.5911402	36
1592.5000000    1.4911261	22
1595.0000000    1.6758680	19
1597.5000000    1.7298777	18
1600.0000000    1.9176112	18
1602.5000000    1.8294307	31
1605.0000000    1.7921574	16
1607.5000000    1.8305383	23
1610.0000000    1.6909244	16
1612.5000000    1.3350707	27
1615.0000000    1.1531206	22
1617.5000000    1.3249594	29
1620.0000000    1.2706565	21
1622.5000000    1.4112104	27
1625.0000000    1.6444691	12
1627.5000000    1.7621340	11
1630.0000000    1.9242543	18
1632.5000000    1.8399534	14
1635.0000000    1.7243041	11
1637.5000000    1.7918310	15
1640.0000000    1.6664921	17
1642.5000000    1.7334887	17
1645.0000000    1.5884769	23
1647.5000000    1.2099469	36
1650.0000000    1.4892750	23
1652.5000000    1.6690954	23
1655.0000000    1.4898052	39
1657.5000000    1.2149905	27
1660.0000000    1.2009754	53
1662.5000000    1.1930345	59
1665.0000000    1.3881669	32
1667.5000000    1.6436235	19
1670.0000000    1.6641546	16
1672.5000000    1.6495618	27
1675.0000000    1.3885612	32
1677.5000000    1.3691865	41
1680.0000000    1.4483147	30
1682.5000000    1.3486391	26
1685.0000000    1.5193806	27
1687.5000000    1.3006710	33
1690.0000000    1.4055548	37
1692.5000000    1.5873425	32
1695.0000000    1.5942255	40
1697.5000000    1.5960987	31
1700.0000000    1.7176230	32
1702.5000000    1.5315433	21
1705.0000000    1.5123562	15
1707.5000000    1.5558132	8
1710.0000000    1.7395319	18
1712.5000000    1.5404532	38
1715.0000000    1.3797102	29
1717.5000000    1.5137070	32
1720.0000000    1.5292917	21
1722.5000000    1.5965194	33
1725.0000000    1.6322029	19
1727.5000000    1.7163680	17
1730.0000000    1.3846147	45
1732.5000000    1.5286493	38
1735.0000000    1.4801617	25
1737.5000000    1.7167991	32
1740.0000000    1.5921385	19
1742.5000000    1.8773303	28
1745.0000000    1.9389427	26
1747.5000000    2.1090708	17
1750.0000000    1.9357718	17
1752.5000000    1.7694842	33
1755.0000000    1.5908624	11
1757.5000000    1.4206207	15
1760.0000000    1.8825738	16
1762.5000000    2.0383763	11
1765.0000000    1.9153579	14
1767.5000000    1.7608391	19
1770.0000000    1.8054285	40
1772.5000000    1.4911466	33
1775.0000000    1.6565777	28
1777.5000000    1.7771988	27
1780.0000000    2.0385723	28
1782.5000000    2.1556606	24
1785.0000000    2.5390625	20
1787.5000000    2.5856988	17
1790.0000000    2.6937244	14
1792.5000000    2.7465863	20
1795.0000000    2.3080616	22
1797.5000000    2.1251028	15
1800.0000000    2.0040507	22
1802.5000000    1.8392069	13
1805.0000000    1.8393677	17
1807.5000000    1.7670676	15
1810.0000000    1.7213708	29
1812.5000000    2.0395336	24
1815.0000000    1.8972349	27
1817.5000000    1.7369077	30
1820.0000000    1.7278864	27
1822.5000000    1.8398701	36
1825.0000000    2.1908174	13
1827.5000000    1.9470038	37
1830.0000000    1.9154334	37
1832.5000000    2.1005676	32
1835.0000000    2.0561213	31
1837.5000000    1.9527633	40
1840.0000000    1.9505413	23
1842.5000000    1.9466950	22
1845.0000000    1.7970518	18
1847.5000000    1.7736113	20
1850.0000000    1.7084538	22
1852.5000000    1.5680283	35
1855.0000000    1.4865214	29
1857.5000000    1.5257370	23
1860.0000000    1.6069782	28
1862.5000000    1.8075310	38
1865.0000000    1.7800164	28
1867.5000000    1.2797592	33
1870.0000000    1.2384908	23
1872.5000000    1.4004401	15
1875.0000000    1.4229355	17
1877.5000000    1.3924129	14
1880.0000000    1.5922301	9
1882.5000000    1.5021985	24
1885.0000000    1.4910768	25
1887.5000000    1.6320480	9
1890.0000000    1.9234023	19
1892.5000000    2.2303169	19
1895.0000000    1.8999316	16
1897.5000000    1.5746050	16
1900.0000000    1.5710683	28
1902.5000000    1.9112515	13
1905.0000000    2.0448925	10
1907.5000000    1.5576547	21
1910.0000000    1.3837413	22
1912.5000000    1.5984269	21
1915.0000000    1.5018219	24
1917.5000000    1.6147828	26
1920.0000000    1.3812038	33
1922.5000000    1.3372040	25
1925.0000000    1.4240296	34
1927.5000000    1.3690532	34
1930.0000000    1.2942066	23
1932.5000000    1.3527704	27
1935.0000000    1.4139935	25
1937.5000000    1.4988801	37
1940.0000000    1.5532490	34
1942.5000000    1.5846608	22
1945.0000000    1.6009459	24
1947.5000000    1.7536650	19
1950.0000000    1.6218021	31
1952.5000000    1.3097416	63
1955.0000000    1.3746334	74
1957.5000000    1.4809347	66
1960.0000000    1.2714337	51
1962.5000000    1.1194986	65
1965.0000000    1.0029480	68
1967.5000000    1.0631881	72
1970.0000000    0.9334983	98
1972.5000000    1.1397713	83
1975.0000000    1.3284190	57
1977.5000000    1.2679132	47
1980.0000000    1.1698478	61
1982.5000000    1.3860508	41
1985.0000000    1.2310824	42
1987.5000000    1.0926319	84
1990.0000000    1.3351781	67
1992.5000000    1.2002653	64
1995.0000000    1.3790915	45
1997.5000000    1.6539921	49
2000.0000000    1.5169590	45
2002.5000000    1.2222822	43
2005.0000000    1.5791764	50
2007.5000000    1.5731146	50
2010.0000000    1.1831478	69
2012.5000000    1.2773120	54
2015.0000000    1.1956960	72
2017.5000000    0.9483214	57
2020.0000000    0.8825462	75
2022.5000000    1.0284058	79
2025.0000000    1.0026814	100
2027.5000000    1.0253121	80
2030.0000000    1.1388358	62
2032.5000000    1.2377877	63
2035.0000000    1.3616140	65
2037.5000000    1.4258637	60
2040.0000000    1.2561914	58
2042.5000000    1.2852213	51
2045.0000000    1.1890923	47
2047.5000000    1.3110880	40
2050.0000000    1.1564816	53
2052.5000000    1.1453841	45
2055.0000000    1.1440085	44
2057.5000000    1.3705436	37
2060.0000000    1.3649089	36
2062.5000000    1.4250144	19
2065.0000000    1.3800801	26
2067.5000000    1.3817159	24
2070.0000000    1.4213272	29
2072.5000000    1.3667892	35
2075.0000000    1.2229627	37
2077.5000000    1.0987790	18
2080.0000000    1.2439017	15
2082.5000000    1.5193346	23
2085.0000000    1.8569379	24
2087.5000000    2.0435398	22
2090.0000000    2.2110918	31
2092.5000000    2.4261165	18
2095.0000000    2.2315969	24
2097.5000000    1.9777697	37
2100.0000000    1.9815810	30
2102.5000000    1.9277973	22
2105.0000000    1.9249595	30
2107.5000000    1.9551082	19
2110.0000000    2.0257111	29
2112.5000000    2.0048704	26
2115.0000000    1.9331144	23
2117.5000000    2.0384009	25
2120.0000000    1.9517782	19
2122.5000000    1.7519106	21
2125.0000000    1.5784569	36
2127.5000000    1.7129049	39
2130.0000000    1.6064973	25
2132.5000000    1.6083596	42
2135.0000000    1.7326814	15
2137.5000000    2.0056496	18
2140.0000000    2.4985547	14
2142.5000000    2.5950575	23
2145.0000000    2.6180036	16
2147.5000000    2.5318339	18
2150.0000000    2.5974684	14
2152.5000000    2.6231461	12
2155.0000000    2.9302638	17
2157.5000000    3.0398927	17
2160.0000000    3.4911318	25
2162.5000000    3.7507098	17
2165.0000000    3.4315453	18
2167.5000000    3.2766457	9
2170.0000000    3.0629492	21
2172.5000000    2.7542348	27
2175.0000000    2.7681942	14
2177.5000000    2.7440627	13
2180.0000000    2.6633556	12
2182.5000000    2.6097519	11
2185.0000000    2.6588447	19
2187.5000000    2.3649042	13
2190.0000000    2.7212808	19
2192.5000000    2.5339036	10
2195.0000000    2.5586667	21
2197.5000000    2.4478526	20
2200.0000000    2.4965968	35
2202.5000000    2.3533633	24
2205.0000000    2.0080166	27
2207.5000000    1.7084396	41
2210.0000000    1.6813871	36
2212.5000000    1.6555151	33
2215.0000000    1.8750935	33
2217.5000000    1.8865809	55
2220.0000000    1.5639532	20
2222.5000000    1.7149616	27
2225.0000000    1.5020517	31
2227.5000000    1.8343890	51
2230.0000000    2.2124472	25
2232.5000000    2.2098122	15
2235.0000000    2.1837580	19
2237.5000000    2.1385112	17
2240.0000000    1.7596827	17
2242.5000000    1.6639711	10
2245.0000000    1.6320907	27
2247.5000000    1.5714911	25
2250.0000000    1.4424968	16
2252.5000000    1.1990068	31
2255.0000000    1.2735990	17
2257.5000000    1.2345343	30
2260.0000000    1.3115064	32
2262.5000000    1.0771286	40
2265.0000000    1.0412664	36
2267.5000000    1.2465708	26
2270.0000000    1.3893789	31
2272.5000000    1.5797780	25
2275.0000000    1.4557570	39
2277.5000000    1.3167078	58
2280.0000000    1.4852016	34
2282.5000000    1.6153177	31
2285.0000000    1.5659750	28
2287.5000000    1.7575716	39
2290.0000000    1.4408985	28
2292.5000000    1.4357723	31
2295.0000000    1.3326067	16
2297.5000000    1.3394006	21
2300.0000000    1.4359647	31
2302.5000000    1.5139402	13
2305.0000000    1.5553988	19
2307.5000000    1.2911041	26
2310.0000000    1.1084263	39
2312.5000000    1.3775964	18
2315.0000000    1.4234610	21
2317.5000000    1.5385648	12
2320.0000000    1.6053009	22
2322.5000000    1.7442255	18
2325.0000000    1.9241143	16
2327.5000000    2.0663033	17
2330.0000000    1.9948159	11
